quoted_at,SARIMA,TBATS,LSTM,TS,LSTM_old,SARIMA_R2,TBATS_R2,LSTM_R2,,,,,,,-3,,,,,,
21/08/2020 00:00,-1.518761626,-1.353763735,-0.286042,-0.34933029,-0.62393,,,,,0.71,0.699,0.805,0.693,,,FALSE,0,FALSE,0,FALSE,0
21/08/2020 04:00,-3.365919635,-3.949541307,-4.26667,-2.49885469,-1.4296,,,,,0.471,0.456,0.291,0.439,,,FALSE,0,TRUE,0,TRUE,1
21/08/2020 08:00,-4.861999283,-6.50990261,-8.31605,-8.56508145,-3.3511,,,,,0.318,0.212,0.108,0.172,,,TRUE,1,TRUE,1,TRUE,0
21/08/2020 12:00,-3.987582843,-7.087303103,-7.10358,-4.82329735,-3.3353,,,,,0.401,0.172,0.146,0.304,,,TRUE,0,TRUE,0,TRUE,0
21/08/2020 16:00,-1.966275414,-4.005531073,-3.73783,-3.00586386,-1.34114,,,,,0.654,0.445,0.339,0.405,,,TRUE,0,TRUE,0,TRUE,0
21/08/2020 20:00,-1.427764032,-1.310151391,-0.608613,-5.19832966,-0.439569,,,,,0.72,0.704,0.71,0.286,,,TRUE,0,TRUE,0,FALSE,0
22/08/2020 00:00,-1.47818013,0.38611082,-0.0173371,-1.77729551,-0.919388,,,,,0.714,0.867,0.941,0.504,,,FALSE,0,FALSE,0,FALSE,0
22/08/2020 04:00,-1.883601411,0.103879829,-1.82927,-10.15585933,-2.03697,,,,,0.662,0.843,0.514,0.134,,,TRUE,1,FALSE,0,FALSE,0
22/08/2020 08:00,-3.63007811,-1.745141095,-2.61484,-2.56680099,-2.88693,,,,,0.441,0.664,0.442,0.433,,,FALSE,0,FALSE,0,FALSE,0
22/08/2020 12:00,-2.18322603,-2.310855075,-1.61221,-0.53571803,-0.993982,,,,,0.621,0.612,0.533,0.659,,,FALSE,0,FALSE,0,FALSE,0
22/08/2020 16:00,-0.073567203,-1.385837621,-0.402874,-0.10541013,-0.349172,,,,,0.856,0.694,0.776,0.749,,,FALSE,0,FALSE,0,FALSE,0
22/08/2020 20:00,1.34135429,-0.098693033,0.0407247,-1.47691082,0.0570744,,,,,0.941,0.822,0.964,0.533,,,FALSE,0,FALSE,0,FALSE,0
23/08/2020 00:00,1.324590455,0.137963246,0.0750993,-0.04862544,0.151543,,,,,0.94,0.847,0.994,0.767,,,FALSE,0,FALSE,0,FALSE,0
23/08/2020 04:00,-0.250090891,-0.716693122,0.047429,-3.64796442,-0.165672,,,,,0.836,0.764,0.97,0.364,,,TRUE,1,FALSE,0,FALSE,0
23/08/2020 08:00,-1.757890419,-1.767880519,-0.0310373,-1.02843523,-1.04107,,,,,0.678,0.661,0.931,0.593,,,FALSE,0,FALSE,0,FALSE,0
23/08/2020 12:00,-1.327309513,-2.724162842,-0.159988,-0.08802963,-0.632528,,,,,0.733,0.587,0.85,0.752,,,FALSE,0,FALSE,0,FALSE,0
23/08/2020 16:00,0.997754624,-0.274001523,-0.0280857,-0.86503182,-0.240009,,,,,0.925,0.807,0.932,0.616,,,FALSE,0,FALSE,0,FALSE,0
23/08/2020 20:00,0.630231314,0.18739712,0.0601814,-0.16867377,0.0753583,,,,,0.906,0.848,0.983,0.734,,,FALSE,0,FALSE,0,FALSE,0
24/08/2020 00:00,0.63658888,-0.727268784,0.0784042,0.03318568,0.233199,,,,,0.907,0.762,0.996,0.786,,,FALSE,0,FALSE,0,FALSE,0
24/08/2020 04:00,-1.875471034,-3.147132623,-1.56664,-2.36985738,-0.831859,,,,,0.663,0.547,0.542,0.448,,,FALSE,0,FALSE,0,TRUE,1
24/08/2020 08:00,-2.740270096,-3.657813537,-5.93229,-4.68097794,-4.10267,,,,,0.548,0.487,0.208,0.309,,,TRUE,1,TRUE,1,TRUE,0
24/08/2020 12:00,-2.264121831,-3.907839699,-4.97116,-2.22568942,-3.9674,,,,,0.612,0.464,0.252,0.456,,,FALSE,0,TRUE,0,TRUE,1
24/08/2020 16:00,-2.103553759,-1.925594091,-2.97475,0.07833759,-1.89209,,,,,0.638,0.65,0.399,0.795,,,FALSE,0,TRUE,0,FALSE,0
24/08/2020 20:00,-0.138825369,-0.434276252,-0.555241,-1.3958484,-0.527095,,,,,0.852,0.791,0.729,0.544,,,FALSE,0,FALSE,0,FALSE,0
25/08/2020 00:00,-1.739454338,-1.06660719,0.0286696,0.09541804,-0.480778,,,,,0.68,0.731,0.961,0.799,,,FALSE,0,FALSE,0,FALSE,0
25/08/2020 04:00,-3.265456421,-3.100308808,-2.8299,-10.24958181,-1.7435,,,,,0.485,0.55,0.418,0.13,,,TRUE,1,FALSE,0,TRUE,0
25/08/2020 08:00,-4.915642518,-5.296316506,-7.88098,-5.28064035,-6.08539,,,,,0.316,0.302,0.123,0.283,,,TRUE,0,TRUE,0,TRUE,0
25/08/2020 12:00,-3.554484549,-5.152088832,-5.0108,-12.29890491,-4.4802,,,,,0.446,0.314,0.249,0.09,,,TRUE,0,TRUE,0,TRUE,0
25/08/2020 16:00,-4.524671921,-5.076853129,-3.99011,-7.04622263,-4.82579,,,,,0.343,0.325,0.314,0.209,,,TRUE,0,TRUE,0,TRUE,0
25/08/2020 20:00,-2.834195012,-3.60433645,-1.44603,0.42248636,-2.21087,,,,,0.536,0.496,0.554,0.842,,,FALSE,0,TRUE,0,TRUE,1
26/08/2020 00:00,-2.297388675,-2.834737401,0.0313995,-0.5102112,-1.33051,,,,,0.605,0.574,0.963,0.667,,,FALSE,0,FALSE,0,FALSE,0
26/08/2020 04:00,-4.683593587,-5.014822423,-2.38359,-1.54795911,-3.30841,,,,,0.329,0.328,0.462,0.529,,,FALSE,0,FALSE,0,TRUE,1
26/08/2020 08:00,-4.997935542,-6.880728828,-7.26737,-13.29047469,-6.00298,,,,,0.312,0.185,0.14,0.078,,,TRUE,1,TRUE,1,TRUE,0
26/08/2020 12:00,-4.806320527,-6.776445262,-6.00069,-8.62609075,-6.07486,,,,,0.323,0.19,0.204,0.168,,,TRUE,0,TRUE,0,TRUE,0
26/08/2020 16:00,-4.807739682,-4.958307921,-3.22566,-4.79939775,-2.79055,,,,,0.321,0.335,0.377,0.305,,,TRUE,0,TRUE,0,TRUE,0
26/08/2020 20:00,-2.2353887,-2.866519928,-0.180247,-1.84014601,-0.689228,,,,,0.617,0.567,0.838,0.5,,,FALSE,0,TRUE,0,FALSE,0
27/08/2020 00:00,-2.139555264,-2.28932362,0.0529403,-1.29854745,-0.381764,,,,,0.63,0.615,0.975,0.556,,,FALSE,0,FALSE,0,FALSE,0
27/08/2020 04:00,-4.806843628,-4.10722689,-4.49045,-4.14730058,-2.65848,,,,,0.322,0.428,0.276,0.341,,,TRUE,1,TRUE,1,TRUE,0
27/08/2020 08:00,-7.083448449,-6.103995902,-10.1234,-8.39407834,-6.27076,,,,,0.167,0.241,0.062,0.174,,,TRUE,0,TRUE,0,TRUE,0
27/08/2020 12:00,-5.232957951,-5.729133717,-8.4466,-5.99239052,-6.03268,,,,,0.298,0.271,0.103,0.252,,,TRUE,0,TRUE,0,TRUE,0
27/08/2020 16:00,-4.650430696,-3.760338356,-5.38343,-8.73552521,-3.16414,,,,,0.331,0.475,0.231,0.164,,,TRUE,0,TRUE,0,TRUE,0
27/08/2020 20:00,-3.726322279,-2.754517959,-2.76414,-2.17893922,-1.17401,,,,,0.427,0.583,0.425,0.46,,,FALSE,0,TRUE,0,FALSE,0
28/08/2020 00:00,-3.071117288,-2.203566958,-0.49149,-0.66132308,-0.655448,,,,,0.508,0.625,0.742,0.637,,,FALSE,0,FALSE,0,FALSE,0
28/08/2020 04:00,-2.890671702,-3.686121259,-4.48296,-4.63795544,-2.14819,,,,,0.527,0.484,0.277,0.31,,,TRUE,1,TRUE,1,TRUE,0
28/08/2020 08:00,-6.131073906,-5.839980918,-9.11279,-4.90171244,-5.18528,,,,,0.23,0.263,0.084,0.301,,,TRUE,0,TRUE,0,TRUE,0
28/08/2020 12:00,-3.976945468,-6.576174846,-6.58064,-12.4229227,-4.31562,,,,,0.402,0.205,0.178,0.088,,,TRUE,0,TRUE,0,TRUE,0
28/08/2020 16:00,-5.087952839,-4.778897592,-3.74078,-8.43121294,-3.19444,,,,,0.305,0.358,0.338,0.173,,,TRUE,0,TRUE,0,TRUE,0
28/08/2020 20:00,-3.077988328,-2.577448246,-0.499172,-2.11964512,-0.875077,,,,,0.504,0.595,0.741,0.468,,,FALSE,0,TRUE,0,FALSE,0
29/08/2020 00:00,-2.30940579,-1.944839186,0.0670419,-0.08668839,-0.367781,,,,,0.604,0.648,0.989,0.753,,,FALSE,0,FALSE,0,FALSE,0
29/08/2020 04:00,-3.816677108,-1.888323579,-0.8971,-2.48409283,-0.376087,,,,,0.416,0.652,0.633,0.44,,,FALSE,0,FALSE,0,FALSE,0
29/08/2020 08:00,-2.869393212,-3.383309925,-5.33699,-1.41456218,-0.817168,,,,,0.531,0.523,0.234,0.542,,,FALSE,0,TRUE,0,TRUE,1
29/08/2020 12:00,-4.174316676,-2.706694906,-4.37491,-0.0592464,-0.456036,,,,,0.378,0.588,0.282,0.764,,,FALSE,0,TRUE,0,FALSE,0
29/08/2020 16:00,-2.379879628,-1.567057471,-2.29064,-6.44701521,-0.0942758,,,,,0.596,0.677,0.471,0.236,,,TRUE,1,TRUE,1,FALSE,0
29/08/2020 20:00,-0.022446425,-0.665726828,-0.105354,0.11901973,0.112455,,,,,0.859,0.771,0.873,0.804,,,FALSE,0,FALSE,0,FALSE,0
30/08/2020 00:00,0.824535342,-0.797530438,0.0622792,1.80033469,0.396506,,,,,0.918,0.753,0.985,0.951,,,FALSE,0,FALSE,0,FALSE,0
30/08/2020 04:00,-0.561419147,-1.372045953,-1.1961,-0.9819195,0.0490766,,,,,0.809,0.696,0.586,0.597,,,FALSE,0,FALSE,0,FALSE,0
30/08/2020 08:00,-2.6438341,-2.486740569,-3.28583,-0.21268556,-0.797344,,,,,0.558,0.6,0.371,0.725,,,FALSE,0,TRUE,0,FALSE,0
30/08/2020 12:00,-2.023386944,-2.085737364,-2.67875,0.12958163,-0.544011,,,,,0.65,0.636,0.434,0.808,,,FALSE,0,TRUE,0,FALSE,0
30/08/2020 16:00,-1.885041731,-0.522675397,-1.7294,-2.72224385,-0.206604,,,,,0.661,0.782,0.526,0.421,,,FALSE,0,FALSE,0,FALSE,0
30/08/2020 20:00,-0.2107575,0.019439499,-0.260837,0.95252715,0.0689478,,,,,0.841,0.833,0.812,0.896,,,FALSE,0,FALSE,0,FALSE,0
31/08/2020 00:00,-0.366556311,-0.972653579,0.0515986,0.17159909,0.31465,,,,,0.827,0.738,0.974,0.813,,,FALSE,0,FALSE,0,FALSE,0
31/08/2020 04:00,-2.276314399,-2.889360326,-0.241546,-1.60998901,-0.366096,,,,,0.608,0.565,0.816,0.52,,,FALSE,0,FALSE,0,FALSE,0
31/08/2020 08:00,-3.999146162,-4.041828468,-2.60741,-6.68739155,-2.84038,,,,,0.4,0.438,0.443,0.227,,,TRUE,1,FALSE,0,TRUE,0
31/08/2020 12:00,-4.858071183,-3.995313093,-2.23374,-10.37446746,-3.08186,,,,,0.319,0.45,0.478,0.127,,,TRUE,0,FALSE,0,TRUE,0
31/08/2020 16:00,-4.023022334,-3.711955763,-0.979998,-4.97779055,-1.93589,,,,,0.396,0.482,0.612,0.296,,,TRUE,0,FALSE,0,TRUE,0
31/08/2020 20:00,-2.320009454,-2.388836672,0.041905,-1.07033494,-0.584004,,,,,0.601,0.609,0.965,0.584,,,FALSE,0,FALSE,0,FALSE,0
01/09/2020 00:00,-1.845174811,-1.993083122,0.0760907,-0.20948116,-0.323535,,,,,0.666,0.647,0.995,0.727,,,FALSE,0,FALSE,0,FALSE,0
01/09/2020 04:00,-3.622350981,-4.085756378,-0.880603,-6.26404008,-1.54697,,,,,0.442,0.43,0.635,0.243,,,TRUE,1,FALSE,0,TRUE,0
01/09/2020 08:00,-6.283811944,-6.449453988,-5.57082,-2.44089731,-4.05776,,,,,0.224,0.217,0.222,0.443,,,FALSE,0,TRUE,0,TRUE,1
01/09/2020 12:00,-5.606897992,-5.932726954,-4.1321,-0.64804885,-3.2162,,,,,0.273,0.255,0.302,0.639,,,FALSE,0,TRUE,0,TRUE,1
01/09/2020 16:00,-4.749373482,-4.844297519,-2.08863,1.10329867,-1.04835,,,,,0.326,0.35,0.489,0.915,,,FALSE,0,TRUE,0,TRUE,1
01/09/2020 20:00,-2.550046049,-3.528476853,-0.51234,3.47521605,-0.255312,,,,,0.573,0.506,0.739,0.981,,,FALSE,0,FALSE,0,TRUE,1
02/09/2020 00:00,-1.656858382,-2.447516239,-0.413883,-0.38410951,-0.130859,,,,,0.696,0.601,0.769,0.689,,,FALSE,0,FALSE,0,FALSE,0
02/09/2020 04:00,-3.97554847,-4.85256016,-4.56007,-3.53063998,-1.45763,,,,,0.403,0.349,0.274,0.37,,,TRUE,1,TRUE,1,TRUE,0
02/09/2020 08:00,-5.857016367,-7.026074029,-9.99038,-14.11393549,-3.83301,,,,,0.257,0.175,0.068,0.058,,,TRUE,0,TRUE,0,TRUE,0
02/09/2020 12:00,-6.627357776,-7.333879646,-10.376,-15.26684056,-5.08847,,,,,0.199,0.158,0.056,0.046,,,TRUE,0,TRUE,0,TRUE,0
02/09/2020 16:00,-5.968513264,-6.117937602,-7.19203,-4.21099488,-4.43724,,,,,0.244,0.24,0.142,0.333,,,TRUE,0,TRUE,0,TRUE,0
02/09/2020 20:00,-2.272634434,-2.85286817,-1.85587,-1.59760709,-0.933928,,,,,0.609,0.573,0.513,0.521,,,FALSE,0,TRUE,0,FALSE,0
03/09/2020 00:00,-1.822818493,-2.084880982,-0.00703985,-0.20275817,-0.590187,,,,,0.67,0.637,0.949,0.729,,,FALSE,0,FALSE,0,FALSE,0
03/09/2020 04:00,-4.761068083,-3.164607671,-6.53135,-9.56168098,-3.89303,,,,,0.325,0.546,0.179,0.145,,,TRUE,1,TRUE,1,TRUE,0
03/09/2020 08:00,-7.830155578,-6.045715324,-11.2537,-8.61088455,-7.52293,,,,,0.134,0.249,0.041,0.169,,,TRUE,0,TRUE,0,TRUE,0
03/09/2020 12:00,-7.303489888,-6.871729101,-10.3945,-22.49952865,-7.7251,,,,,0.159,0.186,0.055,0.01,,,TRUE,0,TRUE,0,TRUE,0
03/09/2020 16:00,-8.074892596,-5.483077944,-9.42541,-23.10005179,-9.3678,,,,,0.121,0.289,0.079,0.006,,,TRUE,0,TRUE,0,TRUE,0
03/09/2020 20:00,-7.719775373,-4.531975357,-2.67093,-7.32579015,-4.58485,,,,,0.14,0.38,0.436,0.202,,,TRUE,0,TRUE,0,TRUE,0
04/09/2020 00:00,-3.400900812,-2.658674104,-0.387382,-3.9214772,-1.08673,,,,,0.464,0.591,0.78,0.35,,,TRUE,0,FALSE,0,FALSE,0
04/09/2020 04:00,-6.605755128,-5.842297085,-6.75344,-13.94623057,-6.11115,,,,,0.202,0.262,0.166,0.064,,,TRUE,0,TRUE,0,TRUE,0
04/09/2020 08:00,-9.426856358,-7.862393616,-15.5725,-15.14351746,-16.4838,,,,,0.073,0.139,0.01,0.049,,,TRUE,0,TRUE,0,TRUE,0
04/09/2020 12:00,-9.753203432,-10.56670547,-11.1535,-18.54415914,-14.0945,,,,,0.062,0.039,0.042,0.026,,,TRUE,0,TRUE,0,TRUE,0
04/09/2020 16:00,-9.399008586,-11.50790375,-4.46937,-6.42879637,-6.12726,,,,,0.075,0.024,0.278,0.237,,,TRUE,0,TRUE,0,TRUE,0
04/09/2020 20:00,-3.226260936,-7.073563446,0.0544015,0.13318493,-0.723054,,,,,0.487,0.173,0.979,0.81,,,FALSE,0,TRUE,0,TRUE,1
05/09/2020 00:00,-1.444663018,-4.053225999,0.0495384,-0.6366302,0.110239,,,,,0.716,0.436,0.971,0.643,,,FALSE,0,FALSE,0,TRUE,1
05/09/2020 04:00,-5.068571985,-3.459659487,-6.15631,-3.78577982,-1.21966,,,,,0.306,0.512,0.197,0.357,,,TRUE,1,TRUE,1,TRUE,0
05/09/2020 08:00,-6.039352574,-4.812815253,-13.5271,-4.49732919,-3.25137,,,,,0.239,0.351,0.019,0.316,,,TRUE,0,TRUE,0,TRUE,0
05/09/2020 12:00,-6.245979856,-5.551491233,-10.2912,-4.48604183,-1.37346,,,,,0.226,0.284,0.057,0.317,,,TRUE,0,TRUE,0,TRUE,0
05/09/2020 16:00,-3.928568902,-5.130014459,-5.47189,-4.40938837,-0.43598,,,,,0.407,0.318,0.225,0.324,,,TRUE,0,TRUE,0,TRUE,0
05/09/2020 20:00,-0.510869808,-3.464843145,-3.33381,-5.02642151,-0.112348,,,,,0.813,0.511,0.364,0.289,,,TRUE,0,TRUE,0,TRUE,0
06/09/2020 00:00,-0.969584741,-2.974968266,-0.068238,0.01734583,0.0989267,,,,,0.765,0.561,0.897,0.784,,,FALSE,0,TRUE,0,FALSE,0
06/09/2020 04:00,-3.511568219,-3.959486732,-5.03642,-2.32635055,-0.14718,,,,,0.452,0.455,0.247,0.45,,,FALSE,0,TRUE,0,TRUE,1
06/09/2020 08:00,-4.738946817,-4.647491344,-9.72924,-3.57480596,-1.24748,,,,,0.327,0.369,0.072,0.369,,,TRUE,1,TRUE,1,TRUE,0
06/09/2020 12:00,-5.369201994,-4.337734853,-6.8545,-1.90294453,-0.922723,,,,,0.287,0.401,0.162,0.494,,,FALSE,0,TRUE,0,TRUE,1
06/09/2020 16:00,-3.334475858,-2.939920851,-4.4192,-3.09843107,-0.316104,,,,,0.477,0.563,0.28,0.404,,,TRUE,1,TRUE,1,FALSE,0
06/09/2020 20:00,-0.945617934,-1.885511535,-1.70333,-2.12221759,0.0521,,,,,0.769,0.654,0.528,0.467,,,FALSE,0,TRUE,0,FALSE,0
07/09/2020 00:00,-0.978476744,-3.385750467,0.00660425,-0.02225601,0.266241,,,,,0.764,0.522,0.956,0.774,,,FALSE,0,FALSE,0,TRUE,1
07/09/2020 04:00,-4.362486821,-5.170192842,-2.34405,-9.44610036,-0.949639,,,,,0.356,0.311,0.466,0.15,,,TRUE,1,FALSE,0,TRUE,0
07/09/2020 08:00,-7.857896315,-7.561145702,-5.82034,-10.24835599,-6.64001,,,,,0.132,0.153,0.212,0.131,,,TRUE,0,TRUE,0,TRUE,0
07/09/2020 12:00,-8.056375083,-8.081579475,-4.62389,-13.43855154,-6.61166,,,,,0.123,0.128,0.269,0.075,,,TRUE,0,TRUE,0,TRUE,0
07/09/2020 16:00,-7.744873964,-6.039630204,-2.2724,-5.87982505,-4.02148,,,,,0.139,0.25,0.474,0.256,,,TRUE,0,TRUE,0,TRUE,0
07/09/2020 20:00,-3.604496731,-4.636387972,-0.00295908,-1.13278909,-0.8348,,,,,0.444,0.37,0.952,0.573,,,FALSE,0,FALSE,0,TRUE,1
08/09/2020 00:00,-2.166561402,-4.323083388,0.0668309,-0.11857619,-0.426375,,,,,0.625,0.403,0.988,0.745,,,FALSE,0,FALSE,0,TRUE,1
08/09/2020 04:00,-6.374708888,-6.526128429,-2.6855,-7.52692844,-3.6889,,,,,0.217,0.21,0.433,0.194,,,TRUE,1,FALSE,0,TRUE,0
08/09/2020 08:00,-8.654202147,-9.105355295,-6.3885,-4.39102194,-8.18644,,,,,0.095,0.08,0.185,0.325,,,TRUE,0,TRUE,0,TRUE,0
08/09/2020 12:00,-8.360576717,-8.416751577,-6.35439,-6.71777929,-5.94357,,,,,0.108,0.112,0.188,0.225,,,TRUE,0,TRUE,0,TRUE,0
08/09/2020 16:00,-6.828172961,-6.327465369,-3.05381,-6.03990405,-3.11485,,,,,0.187,0.226,0.39,0.25,,,TRUE,0,TRUE,0,TRUE,0
08/09/2020 20:00,-3.79606785,-3.792554188,-0.433838,-0.51921638,-0.994751,,,,,0.419,0.474,0.763,0.666,,,FALSE,0,TRUE,0,TRUE,1
09/09/2020 00:00,-2.339440794,-2.751440158,0.0504885,0.00368753,-0.553526,,,,,0.6,0.584,0.972,0.78,,,FALSE,0,FALSE,0,FALSE,0
09/09/2020 04:00,-6.546944994,-6.777750018,-4.5807,-11.50896457,-3.59783,,,,,0.206,0.189,0.273,0.105,,,TRUE,1,TRUE,1,TRUE,0
09/09/2020 08:00,-9.310675358,-9.926754785,-9.84592,-9.0613359,-9.67422,,,,,0.08,0.054,0.07,0.153,,,TRUE,0,TRUE,0,TRUE,0
09/09/2020 12:00,-9.506829717,-9.695493698,-7.32846,1.79799527,-8.15398,,,,,0.069,0.067,0.139,0.95,,,FALSE,0,TRUE,0,TRUE,1
09/09/2020 16:00,-5.11468041,-6.381621071,-5.32239,-9.75114549,-2.69232,,,,,0.303,0.223,0.237,0.139,,,TRUE,1,TRUE,1,TRUE,0
09/09/2020 20:00,-4.650026879,-2.992768513,-3.32496,-0.14765609,-1.7843,,,,,0.332,0.56,0.366,0.737,,,FALSE,0,TRUE,0,FALSE,0
10/09/2020 00:00,-2.625622135,-2.426242017,-1.44172,-0.21169047,-1.11299,,,,,0.562,0.606,0.555,0.726,,,FALSE,0,TRUE,0,FALSE,0
10/09/2020 04:00,-7.454386408,-4.892880237,-4.08545,-2.82352271,-2.80012,,,,,0.152,0.344,0.309,0.417,,,FALSE,0,TRUE,0,TRUE,1
10/09/2020 08:00,-7.855078908,-8.75071764,-7.99425,-11.75750146,-5.53932,,,,,0.133,0.096,0.119,0.104,,,TRUE,1,TRUE,1,TRUE,0
